"","inside_or_outside","gender","age","education","origin","destination","companions","trip_purpose","mode_security","point_security","importance_safety","most_safe","least_safe","bus_or_ped","base_study_zone","busdestination","total_seats","haversine","urban_typology","total_passenger_count","total_female_count","empty_seats","hour_sin","hour_cos","week_day","latitude","longitude"
"406","Dentro CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Atizapan de Zaragoza","None","Trabajo","5",5,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",2.09949093069673,"5",0,0,0,-0.258819,-0.965926,"4",19.51802,-99.21395
"347","Fuera CETRAM","male","0-17","Primaria","Ecatepec de Morelos","Tecamec","1 to 2","Otro","2",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",5.01291836920956,"5",0,0,0,-0.258819,-0.965926,"3",19.57736,-99.0425
"332","Fuera CETRAM","male","0-17","Preparatoria","Atizapan de Zaragoza","Miguel Hidalgo","None","Trabajo","4",4,"5","Trolebus","Peseros","Bus","El Rosario","Tacuba","35",3.49583987712863,"6",0,0,0,-0.500000,-0.866025,"4",19.52463,-99.22559
"573","Fuera CETRAM","female","25-44","Licenciatura","Tecamec","Ecatepec de Morelos","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",20.6692280912422,"2",9,6,6,-0.500000,-0.866025,"4",19.53112,-99.22469
"322","Fuera CETRAM","male","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","None","Otro","2",2,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",9.60305174771216,"2",0,0,0,-0.500000,-0.866025,"3",19.62035,-99.03797
"426","Fuera CETRAM","male","18-24","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","1",4,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",19.0245044913145,"6",0,0,0,-0.866025,-0.500000,"5",19.51973,-99.20834
"412","Fuera CETRAM","male","18-24","Preparatoria","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Otro","1",1,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",0.0747537085153271,"1",0,0,0,-0.965926,-0.258819,"6",19.50485,-99.20058
"651","Dentro CETRAM","female","18-24","Licenciatura","Tultitlan","Azcapotzalco","None","Estudio","4",4,"5","BRT","Peseros","Van","El Rosario","El Rosario","15",6.96531395090917,"0",7,3,8,-0.500000,-0.866025,"4",19.44199,-99.20441
"423","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","None","Otro","3",5,"5","BRT","Taxi","Van","Azteca","Heroes Tecamec","15",0.0588598205020959,"1",0,0,0,0.000000,-1.000000,"1",19.53414,-99.02714
"865","Fuera CETRAM","male","45-64","Secundaria","Nicolas Romero","Azcapotzalco","1 to 2","Trabajo","4",4,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",1.83926582511725,"6",18,6,17,-1.000000,-0.000000,"5",19.51712,-99.21131
"485","Dentro CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","1 to 2","Compra","5",1,"5","BRT","Taxi","Van","Azteca","Heroes Tecamec","15",0.43136652088881,"2",12,4,3,0.000000,-1.000000,"7",19.53543,-99.02348
"899","Fuera CETRAM","female","65+","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","2",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",2.35298313214936,"5",16,0,19,-0.866025,-0.500000,"3",19.52388,-99.20897
"445","Dentro CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","None","Recreacion","2",1,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",3.29282351469215,"5",14,8,1,-0.258819,-0.965926,"1",19.55434,-99.05087
"555","Dentro CETRAM","male","25-44","Licenciatura","Tecamec","Ecatepec de Morelos","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",9.09264705870048,"6",10,5,5,-0.258819,-0.965926,"3",19.61535,-99.04086
"691","Fuera CETRAM","male","25-44","Secundaria","Coacalco de Berriozal","Ecatepec de Morelos","1 to 2","Recreacion","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",10.9429081520951,"5",6,1,9,-1.000000,-0.000000,"1",19.62276,-99.07381
"588","Dentro CETRAM","female","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Otro","3",3,"5","Metro","Trolebus","Van","Azteca","Mexipuerto","15",7.50706313518473,"2",9,6,6,-0.866025,-0.500000,"1",19.59983,-99.04578
"673","Dentro CETRAM","male","45-64","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","4",2,"2","Metro","Peseros","Van","El Rosario","El Rosario","15",3.70662198920475,"6",11,8,9,-0.500000,-0.866025,"1",19.52945,-99.22342
"872","Fuera CETRAM","male","25-44","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","1",3,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",0.969731817885167,"4",13,5,17,-0.866025,-0.500000,"3",19.50654,-99.20897
"184","Fuera CETRAM","female","45-64","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","4",1,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",0.89712347884478,"0",0,0,0,-0.965926,-0.258819,"2",19.53948,-99.03427
"638","Fuera CETRAM","female","45-64","Preparatoria","Benito Juarez","Atizapan de Zaragoza","None","Trabajo","3",4,"5","BRT","Metro","Bus","El Rosario","Mexico Nueva","35",2.16284211948024,"2",22,8,8,-0.866025,-0.500000,"2",19.51447,-99.21769
"105","Dentro CETRAM","female","45-64","Primaria","Tecamec","Ecatepec de Morelos","1 to 2","Compra","3",1,"5","BRT","Metro","Van","Azteca","Mexipuerto","15",21.2052610892275,"0",0,0,0,-0.500000,-0.866025,"6",19.4421,-99.20442
"785","Dentro CETRAM","female","25-44","Licenciatura","Azcapotzalco","Azcapotzalco","None","Compra","3",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",1.24256247518185,"2",3,2,12,-0.500000,-0.866025,"3",19.50429,-99.21183
"60","Dentro CETRAM","female","18-24","Preparatoria","Azcapotzalco","Azcapotzalco","1 to 2","Compra","3",1,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",0.151501490112359,"2",0,0,0,-0.500000,-0.866025,"1",19.50457,-99.20142
"473","Dentro CETRAM","female","25-44","Sin estudios","Ecatepec de Morelos","Tecamec","1 to 2","Compra","5",1,"5","BRT","Taxi","Van","Azteca","Heroes Tecamec","15",0.304660097503623,"2",12,4,3,0.000000,-1.000000,"7",19.53686,-99.02592
"354","Fuera CETRAM","male","45-64","Primaria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","4",4,"3","Metro","Peseros","Van","Azteca","Mexipuerto","15",19.5423845066887,"6",0,0,0,-0.866025,-0.500000,"5",19.51431,-99.21272
"933","Dentro CETRAM","female","0-17","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Otro","4",2,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",4.26391381218652,"2",7,2,23,-0.707107,-0.707107,"7",19.53392,-99.22606
"867","Fuera CETRAM","male","45-64","Licenciatura","Tlalnepantla de Baz","Coyoacan","None","Compra","3",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",2.2227281509014,"7",18,5,17,-0.866025,-0.500000,"5",19.52344,-99.20673
"860","Dentro CETRAM","male","25-44","Preparatoria","Alvaro Obregon","Atizapan de Zaragoza","1 to 2","Recreacion","4",5,"5","BRT","Taxi","Van","El Rosario","El Rosario","15",1.9539193985993,"6",4,2,16,-0.258819,-0.965926,"1",19.52048,-99.20771
"28","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","3 to 4","Recreacion","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",7.52058772827776,"6",0,0,0,-1.000000,-0.000000,"4",19.60195,-99.03351
"677","Fuera CETRAM","female","45-64","Licenciatura","Coacalco de Berriozal","Tecamec","None","Trabajo","3",2,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",13.864646031551,"2",6,2,9,-0.965926,-0.258819,"1",19.63901,-99.09976
"875","Fuera CETRAM","female","0-17","Secundaria","Iztacalco","Atizapan de Zaragoza","1 to 2","Recreacion","1",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",6.08007303655266,"6",17,8,18,-0.965926,-0.258819,"7",19.54742,-99.23591
"748","Fuera CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Venustiano Carranza","None","Trabajo","1",1,"4","Metro","Taxi","Van","Azteca","Mexipuerto","15",3.97685724850024,"5",4,0,11,-1.000000,-0.000000,"5",19.56628,-99.04501
"811","Fuera CETRAM","female","45-64","Primaria","Tlalnepantla de Baz","Atizapan de Zaragoza","3 to 4","Otro","2",3,"4","Taxi","Metro","Bus","El Rosario","Mexico Nueva","35",2.52366136795619,"2",17,4,13,-1.000000,-0.000000,"1",19.52219,-99.21505
"52","Dentro CETRAM","female","18-24","Licenciatura","Ecatepec de Morelos","Tecamec","None","Trabajo","1",1,"4","BRT","Peseros","Van","Azteca","Mexipuerto","15",21.2102825961171,"0",0,0,0,-1.000000,-0.000000,"6",19.44199,-99.20441
"575","Dentro CETRAM","female","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","None","Otro","3",5,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",9.2646755752759,"2",9,5,6,-0.500000,-0.866025,"6",19.61787,-99.02671
"270","Dentro CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",1.4409072199634,"5",0,0,0,-0.965926,-0.258819,"4",19.54302,-99.0379
"274","Fuera CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Trabajo","3",3,"4","Metro","Taxi","Bus","El Rosario","El Rosario","35",4.28009599670245,"6",0,0,0,-1.000000,-0.000000,"4",19.53984,-99.21614
"563","Fuera CETRAM","female","45-64","Secundaria","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Trabajo","3",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",5.27087074077323,"6",29,10,6,-1.000000,-0.000000,"5",19.54132,-99.23164
"807","Fuera CETRAM","male","18-24","Licenciatura","Atizapan de Zaragoza","Ecatepec de Morelos","None","Trabajo","1",1,"5","BRT","Peseros","Bus","El Rosario","El Rosario","35",7.23742596856421,"6",27,1,13,-1.000000,-0.000000,"6",19.55527,-99.24318
"977","Fuera CETRAM","male","25-44","Licenciatura","Tlalnepantla de Baz","Tlalnepantla de Baz","None","Compra","3",3,"5","Trolebus","Peseros","Bus","El Rosario","El Rosario","35",1.99660552362287,"6",15,1,30,-0.258819,-0.965926,"5",19.51944,-99.21053
"250","Fuera CETRAM","female","25-44","Secundaria","Tlalnepantla de Baz","Tlalnepantla de Baz","1 to 2","Estudio","3",3,"5","Trolebus","Trolebus","Bus","El Rosario","El Rosario","35",6.95317995097332,"0",0,0,0,-0.500000,-0.866025,"7",19.4421,-99.20442
"543","Dentro CETRAM","female","25-44","Licenciatura","Cuauhtemoc","Atizapan de Zaragoza","None","Otro","3",4,"5","Metro","Taxi","Van","El Rosario","Mexico Nueva","15",0.338208909043077,"3",10,3,5,-0.866025,-0.500000,"1",19.50292,-99.20274
"783","Fuera CETRAM","female","25-44","Licenciatura","Coacalco de Berriozal","Coacalco de Berriozal","1 to 2","Otro","3",3,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",14.1147020345555,"2",3,2,12,-0.965926,-0.258819,"1",19.63958,-99.10316
"385","Dentro CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Recreacion","4",4,"4","Taxi","BRT","Van","El Rosario","El Rosario","15",7.7035058098584,"5",0,0,0,-0.258819,-0.965926,"7",19.55691,-99.24804
"601","Dentro CETRAM","male","45-64","Secundaria","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Trabajo","1",3,"5","Metro","Taxi","Van","El Rosario","Mexico Nueva","15",7.91253986098529,"5",9,5,6,-0.258819,-0.965926,"3",19.55795,-99.24981
"390","Dentro CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","2",3,"5","Metro","Trolebus","Van","El Rosario","El Rosario","15",0.0928008339070761,"1",0,0,0,-1.000000,-0.000000,"3",19.50493,-99.20073
"95","Dentro CETRAM","female","45-64","Preparatoria","Tecamec","Cuauhtemoc","1 to 2","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",10.2773159710778,"2",0,0,0,-0.500000,-0.866025,"6",19.62684,-99.02209
"110","Fuera CETRAM","female","45-64","Secundaria","Iztapalapa","Temamatla","1 to 2","Otro","3",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",8.21676396747741,"6",0,0,0,-0.258819,-0.965926,"2",19.60793,-99.03677
"201","Dentro CETRAM","female","65+","Licenciatura","Ecatepec de Morelos","Tecamec","None","Trabajo","4",5,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1.42071961846763,"5",0,0,0,-0.258819,-0.965926,"2",19.54284,-99.03781
"895","Fuera CETRAM","male","25-44","Preparatoria","Tlalnepantla de Baz","Naucalpan de Juarez","None","Trabajo","3",3,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",1.85272633194359,"6",12,4,18,-0.965926,-0.258819,"2",19.51702,-99.21163
"65","Dentro CETRAM","female","25-44","Preparatoria","Otro","Atizapan de Zaragoza","None","Otro","3",5,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",0.676888087288986,"2",0,0,0,-0.866025,-0.500000,"4",19.50696,-99.20588
"565","Fuera CETRAM","female","25-44","Secundaria","Nicolas Romero","Azcapotzalco","None","Trabajo","3",4,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",4.76285296549391,"6",29,10,6,-1.000000,-0.000000,"5",19.5393,-99.22646
"894","Fuera CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","4",3,"3","Peseros","Peseros","Bus","El Rosario","Mexico Nueva","35",5.9930338453565,"6",12,7,18,-0.965926,-0.258819,"3",19.54625,-99.23613
"360","Dentro CETRAM","male","25-44","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","3",2,"3","Taxi","Taxi","Van","Azteca","Mexipuerto","15",1.45233918728817,"5",0,0,0,-1.000000,-0.000000,"6",19.54309,-99.03798
"177","Dentro CETRAM","female","45-64","Licenciatura","Ecatepec de Morelos","Tecamec","3 to 4","Otro","5",5,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.286242363976645,"2",0,0,0,-0.866025,-0.500000,"7",19.53677,-99.0261
"6","Fuera CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Compra","3",4,"5","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",0.0993683294324635,"1",0,0,0,-0.258819,-0.965926,"3",19.50521,-99.20054
"497","Dentro CETRAM","male","25-44","Preparatoria","Alvaro Obregon","Atizapan de Zaragoza","None","Trabajo","4",3,"5","Trolebus","Metro","Van","El Rosario","El Rosario","15",5.46929162632446,"2",16,8,4,-0.965926,-0.258819,"5",19.53989,-99.23621
"147","Fuera CETRAM","female","0-17","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Compra","5",1,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",8.07568863006174,"2",0,0,0,-0.500000,-0.866025,"5",19.60336,-99.05216
"92","Dentro CETRAM","female","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","1",3,"5","BRT","Taxi","Van","Azteca","Mexipuerto","15",21.2102825961171,"0",0,0,0,-1.000000,-0.000000,"6",19.44199,-99.20441
"192","Dentro CETRAM","female","45-64","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Otro","3",3,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",6.60399457797308,"5",0,0,0,-0.707107,-0.707107,"4",19.59295,-99.03898
"167","Dentro CETRAM","female","45-64","Secundaria","Gustavo A. Madero","Atizapan de Zaragoza","1 to 2","Compra","4",4,"4","Taxi","Peseros","Van","El Rosario","Mexico Nueva","15",4.91729296947486,"2",0,0,0,0.000000,-1.000000,"5",19.53926,-99.22897
"693","Fuera CETRAM","male","0-17","Preparatoria","Coacalco de Berriozal","Ecatepec de Morelos","1 to 2","Recreacion","2",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",10.5166706050464,"5",6,1,9,-1.000000,-0.000000,"1",19.6198,-99.07097
"965","Fuera CETRAM","male","25-44","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","2",2,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",2.3369810434783,"7",7,0,28,-0.258819,-0.965926,"6",19.52376,-99.20888
"99","Fuera CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Nezahualcoyotl","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",3.07794610031226,"7",0,0,0,-1.000000,-0.000000,"2",19.55009,-99.0518
"304","Dentro CETRAM","male","0-17","Primaria","Tecamec","Ecatepec de Morelos","1 to 2","Recreacion","3",5,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",10.3036108951742,"2",0,0,0,-0.258819,-0.965926,"6",19.62685,-99.01875
"863","Fuera CETRAM","female","18-24","Licenciatura","Venustiano Carranza","Gustavo A. Madero","None","Estudio","4",5,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",1.96113299357466,"6",18,5,17,-0.866025,-0.500000,"5",19.5208,-99.2071
"181","Dentro CETRAM","female","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","None","Otro","4",1,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",9.02574682133169,"6",0,0,0,-0.258819,-0.965926,"2",19.61564,-99.03142
"571","Dentro CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Recreacion","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",7.54252792392896,"2",9,6,6,-0.500000,-0.866025,"5",19.6001,-99.04602
"366","Fuera CETRAM","male","0-17","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Otro","3",3,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",3.20753968892132,"5",0,0,0,-0.866025,-0.500000,"5",19.5526,-99.05137
"520","Fuera CETRAM","male","18-24","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Compra","1",3,"3","Taxi","Trolebus","Van","Azteca","Mexipuerto","15",0.133219357223608,"6",11,1,4,-0.866025,-0.500000,"6",19.53574,-99.02731
"611","Dentro CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Tecamec","None","Otro","1",5,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",10.8746751913851,"6",8,5,7,-0.258819,-0.965926,"5",19.63223,-99.0223
"911","Fuera CETRAM","female","18-24","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Compra","4",4,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",5.58718272311312,"6",10,3,20,-0.965926,0.258819,"1",19.54369,-99.23333
"14","Fuera CETRAM","female","25-44","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Trabajo","1",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",1.47711862878174,"2",0,0,0,-0.500000,-0.866025,"5",19.51771,-99.20137
"681","Fuera CETRAM","female","0-17","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Estudio","2",4,"5","Metro","BRT","Van","Azteca","Mexipuerto","15",2.41152848544752,"9",6,1,9,-0.500000,-0.866025,"3",19.54866,-99.04497
"845","Dentro CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Benito Juarez","None","Recreacion","5",1,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",0.0825128108513757,"1",1,0,14,-0.258819,-0.965926,"3",19.50486,-99.20066
"117","Fuera CETRAM","female","18-24","Preparatoria","Tlalnepantla de Baz","Tecamec","None","Trabajo","2",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",1.83869443016191,"6",0,0,0,-1.000000,-0.000000,"4",19.51691,-99.21156
"856","Fuera CETRAM","male","25-44","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","4",4,"5","Taxi","Metro","Bus","El Rosario","Mexico Nueva","35",2.14770119626034,"7",14,4,16,-0.866025,-0.500000,"3",19.52373,-99.20179
"639","Dentro CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","4",3,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",5.46929162632446,"2",12,5,8,-0.965926,-0.258819,"5",19.53989,-99.23621
"709","Dentro CETRAM","female","45-64","Secundaria","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","4",5,"3","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",0.823870875248925,"2",5,3,10,0.000000,-1.000000,"3",19.50812,-99.20683
"550","Dentro CETRAM","male","25-44","Licenciatura","Tecamec","Ecatepec de Morelos","3 to 4","Recreacion","4",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",11.2218455779482,"2",10,8,5,-0.500000,-0.866025,"1",19.63545,-99.02513
"73","Fuera CETRAM","female","25-44","Preparatoria","Cuauhtemoc","Tecamec","None","Compra","1",1,"5","Metro","Peseros","Bus","El Rosario","Tacuba","35",4.50519292615072,"2",0,0,0,-0.500000,-0.866025,"4",19.53597,-99.22704
"524","Dentro CETRAM","male","0-17","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Recreacion","4",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",7.03660434377862,"6",11,6,4,-0.500000,-0.866025,"4",19.55487,-99.24061
"578","Dentro CETRAM","female","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Recreacion","3",4,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",1.75155615430026,"9",9,6,6,0.000000,-1.000000,"1",19.54485,-99.04014
"309","Fuera CETRAM","male","18-24","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",1,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",21.2102825961171,"0",0,0,0,-0.500000,-0.866025,"5",19.44199,-99.20441
"700","Fuera CETRAM","male","45-64","Preparatoria","Coacalco de Berriozal","Ecatepec de Morelos","None","Recreacion","3",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",10.1572042439855,"5",6,1,9,-1.000000,-0.000000,"1",19.61775,-99.06752
"613","Fuera CETRAM","female","25-44","Primaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Otro","5",1,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",5.14233182641251,"6",8,5,7,0.000000,-1.000000,"5",19.5407,-99.2305
"437","Fuera CETRAM","male","45-64","Licenciatura","Alvaro Obregon","Azcapotzalco","1 to 2","Trabajo","1",4,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",0.677339829784846,"2",0,0,0,-1.000000,-0.000000,"4",19.50697,-99.20588
"861","Fuera CETRAM","male","25-44","Preparatoria","Tlalnepantla de Baz","Miguel Hidalgo","None","Trabajo","4",4,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",2.51170693368376,"2",23,10,17,-0.500000,-0.866025,"5",19.5178,-99.21934
"76","Fuera CETRAM","female","45-64","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","None","Compra","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1.33719919851694,"9",0,0,0,-0.258819,-0.965926,"2",19.54253,-99.03704
"302","Fuera CETRAM","male","65+","Primaria","Atizapan de Zaragoza","Azcapotzalco","None","Otro","5",3,"5","Taxi","Peseros","Bus","El Rosario","Tacuba","35",7.03660434377862,"6",0,0,0,-0.500000,-0.866025,"4",19.55487,-99.24061
"221","Dentro CETRAM","female","25-44","Primaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","4",4,"4","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",2.53210875452351,"2",0,0,0,-0.258819,-0.965926,"5",19.51673,-99.22035
"764","Fuera CETRAM","female","45-64","Primaria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","1",2,"1","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",0.346931213563102,"3",28,6,12,-0.258819,-0.965926,"3",19.50338,-99.20307
"703","Fuera CETRAM","female","18-24","Licenciatura","Nicolas Romero","Naucalpan de Juarez","1 to 2","Estudio","4",1,"5","Peseros","Trolebus","Bus","El Rosario","Mexico Nueva","35",2.61900062699394,"2",20,11,10,-0.965926,-0.258819,"4",19.51731,-99.22094
"373","Dentro CETRAM","male","25-44","Preparatoria","Tlalnepantla de Baz","Miguel Hidalgo","None","Trabajo","3",3,"5","Metro","BRT","Van","El Rosario","Mexico Nueva","15",1.72670650375263,"6",0,0,0,-0.258819,-0.965926,"4",19.51356,-99.21335
"788","Dentro CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",4,"4","Metro","Metro","Van","El Rosario","Mexico Nueva","15",9.4486558429938,"9",3,3,12,-0.258819,-0.965926,"2",19.57209,-99.25461
"244","Dentro CETRAM","female","18-24","Preparatoria","Azcapotzalco","Alvaro Obregon","1 to 2","Compra","3",2,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",0.0900006352325885,"1",0,0,0,-1.000000,-0.000000,"3",19.50488,-99.20073
"595","Dentro CETRAM","male","18-24","Licenciatura","Azcapotzalco","Tlalnepantla de Baz","None","Recreacion","3",4,"5","Trolebus","Peseros","Van","El Rosario","Mexico Nueva","15",0.338208909043077,"3",9,3,6,-0.866025,-0.500000,"1",19.50292,-99.20274
"969","Fuera CETRAM","male","18-24","Preparatoria","Cuauhtlmoc","Tlalnepantla de Baz","None","Trabajo","5",5,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",0.830051020355777,"4",16,0,29,-0.258819,-0.965926,"4",19.50571,-99.20779
"187","Dentro CETRAM","female","18-24","Licenciatura","Texcoco","Ecatepec de Morelos","None","Estudio","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",8.97259971665465,"5",0,0,0,-0.500000,-0.866025,"6",19.61354,-99.04501
"381","Fuera CETRAM","male","0-17","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Otro","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",21.2102825961171,"0",0,0,0,-0.500000,-0.866025,"5",19.44199,-99.20441
"526","Fuera CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","None","Otro","3",4,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",2.00550544533765,"2",11,6,4,-0.965926,-0.258819,"7",19.55251,-99.02929
"696","Fuera CETRAM","male","18-24","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","5",4,"3","BRT","Peseros","Van","Azteca","Mexipuerto","15",2.13787562856281,"9",6,2,9,-0.707107,-0.707107,"1",19.547,-99.04304
"786","Dentro CETRAM","female","45-64","Primaria","Tecamec","Ecatepec de Morelos","None","Recreacion","3",1,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",11.251918368949,"2",3,2,12,-0.500000,-0.866025,"5",19.63566,-99.02309
